,Code,Name,Country,Exchange,Currency,Type,Isin
11834,DSKIF,Daiseki Co.Ltd,USA,PINK,USD,Common Stock,
11835,DSKYF,Daiichi Sankyo Company Limited,USA,PINK,USD,Common Stock,
11844,DSMTF,Deep-South Resources Inc,USA,OTCQB,USD,Common Stock,
11846,DSNKY,Daiichi Sankyo Company Limited,USA,PINK,USD,Common Stock,US23381D1028
11847,DSNY,Destiny Media Technologies Inc,USA,OTCQB,USD,Common Stock,US25063G3039
11849,DSOL,Drug Free Solution Inc,USA,PINK,USD,Common Stock,
11850,DSOX,Triton Emission Solutions Inc,USA,OTCCE,USD,Common Stock,US89678J1025
11851,DSP,Viant Technology Inc,USA,NASDAQ,USD,Common Stock,US92557A1016
11859,DSPG,DSP Group Inc,USA,NASDAQ,USD,Common Stock,US23332B1061
11860,DSPHF,Dispersion Holdings PLC,USA,PINK,USD,Common Stock,
11862,DSRLF,DiaSorin S.p.A,USA,PINK,USD,Common Stock,
11863,DSS,Document Security Systems Inc,USA,NYSE MKT,USD,Common Stock,US25614T3095
11865,DSTFF,Distinct Infrastructure Group Inc,USA,PINK,USD,Common Stock,
11870,DSTZF,Distell Group Holdings Limited,USA,PINK,USD,Common Stock,
11872,DSUS,Drone Services USA Inc,USA,OTCCE,USD,Common Stock,US26210M1027
11873,DSVSF,Discovery Silver Corp,USA,OTCQX,USD,Common Stock,CA2546771072
11874,DSVTF,Divestco Inc,USA,PINK,USD,Common Stock,
11876,DSWL,Deswell Industries Inc,USA,NASDAQ,USD,Common Stock,VG2506391011
11877,DSX,Diana Shipping Inc,USA,NYSE,USD,Common Stock,MHY2066G1044
11878,DSX-PB,Diana Shipping Inc,USA,NYSE,USD,Preferred Share,
11880,DT,Dynatrace Inc,USA,NYSE,USD,Common Stock,US2681501092
11881,DTARF,Delta Resources Limited,USA,PINK,USD,Common Stock,CA24780P1009
11882,DTATF,Data#3 Limited,USA,PINK,USD,Common Stock,
11884,DTB,DTB,USA,NYSE,USD,Common Stock,
11889,DTCFF,Defence Therapeutics Inc,USA,PINK,USD,Common Stock,
11890,DTCGF,Dometic Group AB (publ),USA,OTCGREY,USD,Common Stock,
11893,DTCWY,Deutsche Wohnen SE,USA,PINK,USD,Common Stock,US25161M1036
11899,DTE,DTE Energy Company,USA,NYSE,USD,Common Stock,US2333311072
11900,DTEA,DAVIDsTEA Inc,USA,NASDAQ,USD,Common Stock,CA2386611024
11902,DTEGF,Deutsche Telekom AG,USA,OTCQX,USD,Common Stock,DE0005557508
11903,DTEGY,Deutsche Telekom AG,USA,OTCQX,USD,Common Stock,US2515661054
11904,DTEMF,Ditem Explorations Inc,USA,PINK,USD,Common Stock,
11905,DTEV,Data Evolution Holdings Inc,USA,OTCCE,USD,Common Stock,
11907,DTF,DTF Tax-Free Income Inc,USA,NYSE,USD,Common Stock,US23334J1079
11910,DTGI,Digerati Technologies Inc,USA,OTCQB,USD,Common Stock,US25375L2060
11914,DTHR,Dthera Sciences,USA,PINK,USD,Common Stock,US2333623005
11918,DTII,Defense Technologies International Corp,USA,PINK,USD,Common Stock,US24464F2048
11919,DTIL,Precision BioSciences Inc,USA,NASDAQ,USD,Common Stock,US74019P1084
11923,DTLA-P,Brookfield DTLA Fund Office Trust Investor Inc,USA,NYSE,USD,Preferred Share,
11927,DTM,DT Midstream Inc,USA,NYSE,USD,Common Stock,US23345M1071
11931,DTMXF,Datametrex AI Limited,USA,OTCQB,USD,Common Stock,
11934,DTNOF,DNO ASA,USA,PINK,USD,Common Stock,NO0003921009
11935,DTNOY,DNO ASA,USA,PINK,USD,Common Stock,US23290P1057
11937,DTOC,Digital Transformation Opportunities Corp,USA,NASDAQ,USD,Common Stock,US25401K1079
11938,DTOCU,Digital Transformation Opportunities Corp,USA,NASDAQ,USD,Common Stock,US25401K2069
11939,DTOCW,Digital Transformation Opportunities Corp,USA,NASDAQ,USD,Common Stock,
11941,DTP,DTE Energy Co,USA,NYSE,USD,Common Stock,US2333318424
11943,DTPKF,Directa Plus Plc,USA,PINK,USD,Common Stock,
11945,DTRC,Dakota Territory Resource Corp,USA,OTCQB,USD,Common Stock,US23426V2088
11946,DTRCD,Dakota Territory Resource Corp,USA,OTCQB,USD,Common Stock,US23426V2088
11948,DTRK,DATATRAK International Inc,USA,PINK,USD,Common Stock,US2381342094
11949,DTRL,The Detroit Legal News Company,USA,PINK,USD,Common Stock,
11950,DTRO,Deltron Inc,USA,OTCCE,USD,Common Stock,
11951,DTRTU,DTRT Health Acquisition Corp. Unit,USA,NASDAQ,USD,Common Stock,
11952,DTRXX,Dreyfus Treasury Obligations Cash Management,USA,NMFQS,USD,Common Stock,
11954,DTSL,Delivery Technology Solutions Inc,USA,OTCCE,USD,Common Stock,
11955,DTSOF,DTS Corporation,USA,PINK,USD,Common Stock,
11956,DTSRF,Ether Capital Corporation,USA,PINK,USD,Common Stock,
11957,DTSS,Datasea Inc,USA,NASDAQ,USD,Common Stock,US2381162062
11958,DTST,Data Storage Corporation,USA,NASDAQ,USD,Common Stock,US23786R2013
11959,DTSTW,Data Storage Corporation,USA,NASDAQ,USD,Common Stock,
11961,DTTLY,Datatec Limited,USA,OTCGREY,USD,Common Stock,
11962,DTTVY,Dish TV India Limited,USA,OTCGREY,USD,Common Stock,
11964,DTW,DTE Energy Company JR SUB DB 2017 E,USA,NYSE,USD,Common Stock,US2333318598
11965,DTXMF,Deltex Medical Group plc,USA,OTCGREY,USD,Common Stock,
11966,DTY,DTE Energy Company,USA,NYSE,USD,Common Stock,US2333318671
11968,DUAVF,Dassault Aviation SA,USA,PINK,USD,Common Stock,
11969,DUBRF,Dubber Corporation Limited,USA,PINK,USD,Common Stock,
11971,DUERF,Dürr Aktiengesellschaft,USA,PINK,USD,Common Stock,
11972,DUFRY,Dufry AG,USA,PINK,USD,Common Stock,US26433T1088
11979,DUK,Duke Energy Corporation,USA,NYSE,USD,Common Stock,US26441C2044
11980,DUK-PA,Duke Energy Corporation,USA,NYSE,USD,Preferred Share,
11981,DUKB,Duke Energy Corp,USA,NYSE,USD,Common Stock,US26441C4024
11982,DUKH,Duke Energy Corporation JR SUB DEB 73,USA,NYSE,USD,Common Stock,US26441C3034
11985,DUNE,Dune Acquisition Corporation,USA,NASDAQ,USD,Common Stock,US2653341022
11986,DUNEU,Dune Acquisition Corporation,USA,NASDAQ,USD,Common Stock,US2653342012
11987,DUNEW,Dune Acquisition Corporation,USA,NASDAQ,USD,Common Stock,
11989,DUNIY,Duni AB (publ),USA,PINK,USD,Common Stock,US26546T1025
11990,DUO,Fangdd Network Group Ltd,USA,NASDAQ,USD,Common Stock,United State
11991,DUOL,"Duolingo, Inc. Class A Common Stock",USA,NASDAQ,USD,Common Stock,US26603R1068
11992,DUOT,Duos Technologies Group Inc,USA,NASDAQ,USD,Common Stock,US2660424076
11997,DUROF,Duro Felguera S.A,USA,PINK,USD,Common Stock,
12000,DURYY,Dürr Aktiengesellschaft,USA,PINK,USD,Common Stock,US2668881061
12002,DUSCF,Deutsche EuroShop AG,USA,OTCGREY,USD,Common Stock,
12009,DUSXF,Dustin Group AB (publ),USA,PINK,USD,Common Stock,
12010,DUSYF,Duesenberg Technologies Inc,USA,OTCQB,USD,Common Stock,
12012,DUTV,Digital Utilities Ventures Inc,USA,PINK,USD,Common Stock,US25400G1076
12013,DUUO,Duo World Inc,USA,PINK,USD,Common Stock,US2660371004
12014,DUVNF,Peruvian Metals Corp,USA,OTCGREY,USD,Common Stock,
12016,DV,DoubleVerify Holdings Inc,USA,NYSE,USD,Common Stock,US25862V1052
12017,DVA,DaVita Inc,USA,NYSE,USD,Common Stock,US23918K1088
12021,DVAR,Dovarri Inc,USA,PINK,USD,Common Stock,
12022,DVAX,Dynavax Technologies Corporation,USA,NASDAQ,USD,Common Stock,US2681582019
12023,DVAXW,Dynavax Technologies Corporation,USA,PINK,USD,Common Stock,
12024,DVCMY,Davide Campari-Milano N.V,USA,PINK,USD,Common Stock,
12025,DVCR,Diversicare Healthcare Services Inc,USA,OTCQX,USD,Common Stock,US2551041013
12028,DVD,Dover Motorsports Inc,USA,NYSE,USD,Common Stock,US2601741075
12029,DVDCF,Davide Campari-Milano N.V,USA,PINK,USD,Common Stock,
12030,DVDDF,Dividend 15 Split Corp. II,USA,OTCGREY,USD,Common Stock,
12031,DVDR,Divide Drives Inc,USA,PINK,USD,Common Stock,
12036,DVFI,Diversified Oil & Gas Holdings Ltd,USA,PINK,USD,Common Stock,
12049,DVLN,DVL Inc,USA,PINK,USD,Common Stock,US2333471033
12050,DVLP,Golden Developing Solutions Inc,USA,PINK,USD,Common Stock,US38089W1036
12056,DVN,Devon Energy Corporation,USA,NYSE,USD,Common Stock,US25179M1036
12057,DVNCF,Danavation Technologies Corp,USA,PINK,USD,Common Stock,
12058,DVNGF,Devin Energy Corporation,USA,PINK,USD,Common Stock,
12059,DVNHF,Frontier Services Group Limited,USA,PINK,USD,Common Stock,
12073,DVRNF,Deveron Corp,USA,PINK,USD,Common Stock,
12080,DVSPF,Dividend 15 Split Corp,USA,OTCGREY,USD,Common Stock,CA25537R1091
12090,DVVDF,Dividend Select 15 Corp,USA,PINK,USD,Common Stock,
12095,DWACU,Digital World Acquisition Corp. Units,USA,NASDAQ,USD,Common Stock,US25400Q2049
12097,DWAHF,Daiwa House Industry Co.Ltd,USA,PINK,USD,Common Stock,
12098,DWAHY,Daiwa House Industry Co.Ltd,USA,PINK,USD,Common Stock,US2340622065
12105,DWDZF,Jeotex Inc,USA,PINK,USD,Common Stock,
12113,DWHHF,Deutsche Wohnen SE,USA,PINK,USD,Common Stock,
12114,DWIN-U,DWIN-U,USA,NYSE,USD,Common Stock,
12115,DWIN-WS,DWIN-WS,USA,NYSE,USD,Common Stock,
12116,DWIS,Dinewise Inc,USA,PINK,USD,Common Stock,
12121,DWMNF,Dowa Holdings Co. Ltd,USA,OTCGREY,USD,Common Stock,
12122,DWNX,Delhi Bank Corp,USA,PINK,USD,Common Stock,US2466941034
12125,DWOG,Deep Well Oil & Gas Inc,USA,PINK,USD,Common Stock,US2437981051
12128,DWRKF,Drägerwerk AG & Co. KGaA,USA,PINK,USD,Common Stock,
12130,DWSN,Dawson Geophysical Company,USA,NASDAQ,USD,Common Stock,US2393601008
12136,DWVYF,Derwent London Plc,USA,PINK,USD,Common Stock,GB0002652740
12137,DWWEF,Diamond Estates Wines & Spirits Inc,USA,OTCGREY,USD,Common Stock,
12139,DX,Dynex Capital Inc,USA,NYSE,USD,Common Stock,US26817Q8868
12140,DX-PC,Dynex Capital Inc,USA,NYSE,USD,Common Stock,
12141,DXBGY,Dexia SA,USA,PINK,USD,Common Stock,US2521363042
12142,DXBRF,BellRock Brands Inc,USA,PINK,USD,Common Stock,
12143,DXC,DXC Technology Company,USA,NYSE,USD,Common Stock,US23355L1061
12145,DXCM,DexCom Inc,USA,NASDAQ,USD,Common Stock,US2521311074
12148,DXF,Dunxin Financial Holdings Limited,USA,NYSE MKT,USD,Common Stock,US26605Q1067
12151,DXIEF,DXI Capital Corp,USA,PINK,USD,Common Stock,
12157,DXLG,Destination XL Group Inc,USA,OTCQX,USD,Common Stock,US25065K1043
12161,DXPE,DXP Enterprises Inc,USA,NASDAQ,USD,Common Stock,US2333774071
12163,DXR,Daxor Corporation,USA,NYSE MKT,USD,Common Stock,US2394671034
12168,DXSPF,Dexus,USA,PINK,USD,Common Stock,
12170,DXYN,The Dixie Group Inc,USA,NASDAQ,USD,Common Stock,US2555191004
12171,DY,Dycom Industries Inc,USA,NYSE,USD,Common Stock,US2674751019
12172,DYAI,Dyadic International Inc,USA,NASDAQ,USD,Common Stock,US26745T1016
12176,DYFN,Angel Oak Dynamic Financial Strategies Income Term Trust,USA,NYSE,USD,Common Stock,
12177,DYFSF,dynaCERT Inc,USA,OTCQX,USD,Common Stock,
12183,DYLLF,Deep Yellow Limited,USA,OTCQX,USD,Common Stock,AU000000DYL4
12184,DYMDF,Diamyd Medical AB (publ),USA,OTCGREY,USD,Common Stock,
12185,DYN,Dyne Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US26818M1080
12186,DYNA,Dynastar Holdings Inc,USA,PINK,USD,Common Stock,US00503U1051
12187,DYNDF,Dye & Durham Limited,USA,PINK,USD,Common Stock,
12188,DYNE,DynTek Inc,USA,PINK,USD,Common Stock,US2681801062
12190,DYNR,DynaResource Inc,USA,OTCQB,USD,Common Stock,US2680731039
12191,DYNS,Dynamics Special Purpose Corp,USA,NASDAQ,USD,Common Stock,US2680101050
12192,DYNT,Dynatronics Corporation,USA,NASDAQ,USD,Common Stock,US2681574016
12194,DYRFF,Dunes Exploration Ltd,USA,PINK,USD,Common Stock,
12195,DYSL,Dynasil Corporation of America,USA,PINK,USD,Common Stock,US2681022099
12196,DYXC,DiaSys Corporation,USA,OTCCE,USD,Common Stock,
12200,DZSI,DZS Inc,USA,NASDAQ,USD,Common Stock,US2682111099
12202,E,Eni S.p.A,USA,NYSE,USD,Common Stock,US26874R1086
12203,EA,Electronic Arts Inc,USA,NASDAQ,USD,Common Stock,US2855121099
12210,EAATF,Earthworks Industries Inc,USA,PINK,USD,Common Stock,
12216,EACO,EACO Corporation,USA,PINK,USD,Common Stock,US26824A2050
12218,EACPU,Edify Acquisition Corp,USA,NASDAQ,USD,Common Stock,US28059Q2021
12219,EACPW,Edify Acquisition Corp,USA,NASDAQ,USD,Common Stock,
12221,EACTF,Earth Alive Clean Technologies Inc,USA,PINK,USD,Common Stock,
12226,EADSF,Airbus SE,USA,PINK,USD,Common Stock,NL0000235190
12227,EADSY,Airbus SE,USA,PINK,USD,Common Stock,US0092791005
12231,EAF,GrafTech International Ltd,USA,NYSE,USD,Common Stock,US3843135084
12245,EAHGF,ECO Animal Health Group plc,USA,OTCGREY,USD,Common Stock,
12247,EAI,Entergy Arkansas Inc. 1M BD 4.875%66,USA,NYSE,USD,Common Stock,US29364D1000
12250,EAIGF,Empresaria Group plc,USA,OTCGREY,USD,Common Stock,
12252,EAIN,Plural Industry Holding Group Co. Limited,USA,PINK,USD,Common Stock,
12271,EAPH,Easton Pharmaceuticals Inc,USA,OTCCE,USD,Common Stock,US2777741057
12273,EAR,Eargo Inc,USA,NASDAQ,USD,Common Stock,US2700871096
12279,EARI,Entertainment Arts Research Inc,USA,PINK,USD,Common Stock,US29382T4004
12280,EARN,Ellington Residential Mortgage REIT,USA,NYSE,USD,Common Stock,US2885781078
12283,EARS,Auris Medical Holding Ltd,USA,NASDAQ,USD,Common Stock,BMG0360L1000
12289,EAST,Eastside Distilling Inc,USA,NASDAQ,USD,Common Stock,US2778023026
12290,EAT,Brinker International Inc,USA,NYSE,USD,Common Stock,US1096411004
12291,EATBF,Eat Beyond Global Holdings Inc,USA,PINK,USD,Common Stock,
12292,EATR,Eastern Asteria Inc,USA,PINK,USD,Common Stock,US2762521035
12297,EAUI,EAU Technologies Inc,USA,PINK,USD,Common Stock,
12301,EAWD,Energy and Water Development Corp,USA,PINK,USD,Common Stock,
12303,EAXR,Ealixir Inc,USA,PINK,USD,Common Stock,US27005B1035
12304,EB,Eventbrite Inc,USA,NYSE,USD,Common Stock,US29975E1091
12307,EBAC,European Biotech Acquisition Corp,USA,NASDAQ,USD,Common Stock,KYG3167F1028
12308,EBACU,European Biotech Acquisition Corp,USA,NASDAQ,USD,Common Stock,KYG3167F1101
12309,EBACW,European Biotech Acquisition Corp,USA,NASDAQ,USD,Common Stock,
12310,EBAY,eBay Inc,USA,NASDAQ,USD,Common Stock,US2786421030
12311,EBAYL,eBay Inc. NT 56,USA,NASDAQ,USD,Common Stock,US2786422020
12312,EBBGF,EBBGF,USA,OTCGREY,USD,Common Stock,
12313,EBBNF,Enbridge Inc,USA,PINK,USD,Common Stock,
12314,EBC,Eastern Bankshares Inc,USA,NASDAQ,USD,Common Stock,US27627N1054
12317,EBCOF,Ebara Corporation,USA,PINK,USD,Common Stock,
12318,EBCOY,Ebara Corporation,USA,PINK,USD,Common Stock,US2786142016
12320,EBET,Esports Technologies Inc,USA,NASDAQ,USD,Common Stock,US29667L1061
12321,EBF,Ennis Inc,USA,NYSE,USD,Common Stock,US2933891028
12322,EBGEF,Enbridge Inc,USA,PINK,USD,Common Stock,
12325,EBIX,Ebix Inc,USA,NASDAQ,USD,Common Stock,US2787152063
12327,EBKDY,Erste Group Bank AG,USA,PINK,USD,Common Stock,US2960363040
12328,EBKOF,Erste Group Bank AG,USA,PINK,USD,Common Stock,AT0000652011
12332,EBML,eBullion Inc,USA,PINK,USD,Common Stock,US2787362027
12333,EBMT,Eagle Bancorp Montana Inc,USA,NASDAQ,USD,Common Stock,US26942G1004
12341,EBODF,New Energy Exchange Ltd,USA,PINK,USD,Common Stock,KYG645181069
12342,EBON,Ebang International Holdings Inc,USA,NASDAQ,USD,Common Stock,KYG3R33A1063
12343,EBOSY,EBOS Group Limited,USA,OTCGREY,USD,Common Stock,
12344,EBPPF,Enbridge Inc,USA,OTCGREY,USD,Common Stock,
12345,EBR,Centrais Elétricas Brasileiras S.A. - Eletrobrás,USA,NYSE,USD,Common Stock,US15234Q2075
12346,EBR-B,Centrais Elétricas Brasileiras S.A. - Eletrobrás,USA,NYSE,USD,Common Stock,US15234Q1085
12348,EBRGF,Enbridge Inc. CUM RED PREF Series B,USA,PINK,USD,Common Stock,
12350,EBRPF,Ebro Foods S.A,USA,OTCGREY,USD,Common Stock,
12351,EBRPY,Ebro Foods S.A,USA,PINK,USD,Common Stock,US27873T1034
12352,EBRZF,EBRZF,USA,PINK,USD,Common Stock,
12353,EBS,Emergent BioSolutions Inc,USA,NYSE,USD,Common Stock,US29089Q1058
12355,EBSB,Meridian Bancorp Inc,USA,NASDAQ,USD,Common Stock,US58958U1034
12358,EBSH,Empire Bancshares Inc,USA,PINK,USD,Common Stock,
12361,EBTC,Enterprise Bancorp Inc,USA,NASDAQ,USD,Common Stock,US2936681095
12364,EBYH,Strainsforpains Inc,USA,PINK,USD,Common Stock,
12365,EC,Ecopetrol S.A,USA,NYSE,USD,Common Stock,US2791581091
12370,ECAOF,Eco (Atlantic) Oil & Gas Ltd,USA,PINK,USD,Common Stock,
12378,ECCB,Eagle Point Credit Company Inc,USA,NYSE,USD,Common Stock,US2698093075
12379,ECCC,Eagle Point Credit Company Inc,USA,NYSE,USD,Common Stock,US2698097035
12380,ECCE,Eagle Ford Oil & Gas Corp,USA,PINK,USD,Common Stock,US2695191047
12383,ECCI,Ecoloclean Industries Inc,USA,OTCCE,USD,Common Stock,US27887U1043
12384,ECCPP,Eagle Point Credit Company Inc,USA,PINK,USD,Common Stock,
12388,ECCW,ECCW,USA,NYSE,USD,Common Stock,
12389,ECCX,Eagle Point Credit Company Inc. 6.6875% NT 28,USA,NYSE,USD,Common Stock,US2698095054
12390,ECCY,Eagle Point Credit Company Inc. 6.75% NT DE 2027,USA,NYSE,USD,Common Stock,US2698094065
12393,ECDD,Ecrid Inc,USA,PINK,USD,Common Stock,US27923U1007
12395,ECDP,Eco Depot Inc,USA,PINK,USD,Common Stock,US27885L4032
12401,ECEZ,Ecosciences Inc,USA,PINK,USD,Common Stock,US2792192088
12402,ECF,Ellsworth Growth and Income Fund Ltd,USA,NYSE MKT,USD,Common Stock,US2890741067
12403,ECF-PA,Ellsworth Growth and Income Fund Ltd,USA,NYSE MKT,USD,Preferred Share,
12409,ECGFF,EcoGraf Limited,USA,OTCQX,USD,Common Stock,
12410,ECGI,ECGI Holdings Inc,USA,PINK,USD,Common Stock,US59047R1014
12414,ECGP,Envit Capital Group Inc,USA,OTCCE,USD,Common Stock,
12415,ECGR,Bellatora Inc,USA,OTCCE,USD,Common Stock,
12417,ECGS,Eco-Growth Strategies Inc,USA,PINK,USD,Common Stock,
12424,ECHO,Echo Global Logistics Inc,USA,NASDAQ,USD,Common Stock,US27875T1016
12427,ECIA,Encision Inc,USA,PINK,USD,Common Stock,US29254Q1040
12431,ECIFF,Electricité de France S.A,USA,PINK,USD,Common Stock,
12433,ECIFY,Electricité de France S.A,USA,PINK,USD,Common Stock,US2850391036
12437,ECIVF,ECIVF,USA,PINK,USD,Common Stock,
12438,ECKTF,Checkit plc,USA,PINK,USD,Common Stock,
12439,ECL,Ecolab Inc,USA,NYSE,USD,Common Stock,US2788651006
12444,ECLMF,Ecolomondo Corporation,USA,PINK,USD,Common Stock,
12451,ECMH,Encompass Holdings Inc,USA,PINK,USD,Common Stock,US29256R2094
12452,ECMLF,Ecometals Limited,USA,OTCGREY,USD,Common Stock,
12456,ECMTD,Ecomax Inc,USA,PINK,USD,Common Stock,
12457,ECMXF,Universal Copper Ltd,USA,OTCGREY,USD,Common Stock,
12458,ECNCF,ECN Capital Corp,USA,PINK,USD,Common Stock,
12461,ECNRF,Worldwide Resources Corp,USA,OTCGREY,USD,Common Stock,
12465,ECOCF,ECOCF,USA,PINK,USD,Common Stock,
12466,ECOGF,Econocom Group SE,USA,OTCGREY,USD,Common Stock,
12469,ECOL,US Ecology Inc,USA,NASDAQ,USD,Common Stock,US91734M1036
12470,ECOLW,US Ecology Inc,USA,NASDAQ,USD,Common Stock,
12471,ECOM,ChannelAdvisor Corporation,USA,NYSE,USD,Common Stock,US1591791009
12473,ECOR,electroCore Inc,USA,NASDAQ,USD,Common Stock,US28531P1030
12474,ECORF,Elcora Advanced Materials Corp,USA,PINK,USD,Common Stock,
12477,ECOX,Eco Innovation Group Inc,USA,PINK,USD,Common Stock,US27888Q1022
12480,ECPG,Encore Capital Group Inc,USA,NASDAQ,USD,Common Stock,US2925541029
12481,ECPL,EcoPlus Inc,USA,PINK,USD,Common Stock,
12482,ECPN,El Capitan Precious Metals Inc,USA,PINK,USD,Common Stock,US2828121069
12485,ECRD,Ecard Inc,USA,PINK,USD,Common Stock,
12486,ECRFF,Cartier Resources Inc,USA,PINK,USD,Common Stock,
12488,ECRO,ECC Capital Corporation,USA,PINK,USD,Common Stock,US26826M1080
12489,ECRP,Chee Corp,USA,PINK,USD,Common Stock,
12491,ECRTF,ATEX Resources Inc,USA,OTCGREY,USD,Common Stock,
12495,ECSL,EncounterCare Solutions Inc,USA,PINK,USD,Common Stock,US2787441078
12497,ECSNF,EcoSynthetix Inc,USA,PINK,USD,Common Stock,
12499,ECTE,Echo Therapeutics Inc,USA,OTCCE,USD,Common Stock,US27876L2060
12501,ECTM,ECA Marcellus Trust I,USA,PINK,USD,Common Stock,
12506,ECUI,Ecuity Inc,USA,OTCCE,USD,Common Stock,
12509,ECVT,Ecovyst Inc,USA,NYSE,USD,Common Stock,US27923Q1094
12510,ECVTF,Economic Investment Trust Limited,USA,OTCGREY,USD,Common Stock,US2788931028
12511,ECXJ,CXJ Group Co. Limited,USA,PINK,USD,Common Stock,US23248T1007
12515,ED,Consolidated Edison Inc,USA,NYSE,USD,Common Stock,US2091151041
12516,EDAP,EDAP TMS S.A,USA,NASDAQ,USD,Common Stock,US2683111072
12519,EDDRF,eDreams ODIGEO S.A,USA,OTCGREY,USD,Common Stock,
12520,EDDYF,Edison Cobalt Corp,USA,PINK,USD,Common Stock,
12522,EDESY,Elders Limited,USA,PINK,USD,Common Stock,US28450T3005
12523,EDEYF,Eden Innovations Ltd,USA,PINK,USD,Common Stock,
12525,EDHD,EDD Helms Group Inc,USA,PINK,USD,Common Stock,
12535,EDIT,Editas Medicine Inc,USA,NASDAQ,USD,Common Stock,US28106W1036
12537,EDMCQ,Education Management Corporation,USA,PINK,USD,Common Stock,US28140M1036
12538,EDN,Empresa Distribuidora y Comercializadora Norte Sociedad Anónima,USA,NYSE,USD,Common Stock,US29244A1025
12539,EDNEF,Eden Empire Inc,USA,PINK,USD,Common Stock,
12540,EDNMF,Edenred SA,USA,PINK,USD,Common Stock,
12541,EDNMY,Edenred SA,USA,PINK,USD,Common Stock,US2796551040
12545,EDPFY,EDP - Energias de Portugal S.A,USA,PINK,USD,Common Stock,US2683531097
12546,EDPR,EDP Renovaveis SA,USA,,USD,Common Stock,
12547,EDR,Endeavor Group Holdings Inc,USA,NYSE,USD,Common Stock,US29260Y1091
12548,EDRVF,EDP Renováveis S.A,USA,PINK,USD,Common Stock,ES0127797019
12549,EDRWY,Electric Power Development Co. Ltd,USA,PINK,USD,Common Stock,US28500N1054
12550,EDRY,EuroDry Ltd,USA,NASDAQ,USD,Common Stock,MHY235081079
12551,EDSA,Edesa Biotech Inc,USA,NASDAQ,USD,Common Stock,CA27966L1085
12552,EDSFF,Exceed Company Ltd,USA,PINK,USD,Common Stock,VGG323351046
12553,EDTA,E-data Corporation,USA,OTCCE,USD,Common Stock,US26841X1054
12554,EDTK,Skillful Craftsman Education Technology Limited,USA,NASDAQ,USD,Common Stock,KYG8211A1085
12555,EDTXF,Spectral Medical Inc,USA,PINK,USD,Common Stock,CA8475771033
12556,EDU,New Oriental Education & Technology Group Inc,USA,NYSE,USD,Common Stock,US6475811070
12557,EDUC,Educational Development Corporation,USA,NASDAQ,USD,Common Stock,US2814791057
12560,EDVGF,Endeavour Group Limited,USA,PINK,USD,Common Stock,
12561,EDVMF,Endeavour Mining plc,USA,OTCQX,USD,Common Stock,GB00BL6K5J42
12562,EDVR,Endeavor Bank,USA,PINK,USD,Common Stock,
12563,EDWZF,Edgewater Exploration Ltd,USA,PINK,USD,Common Stock,
12564,EDXC,Endexx Corporation,USA,PINK,USD,Common Stock,US29259K1025
12565,EDYYF,EnerDynamic Hybrid Technologies Corp,USA,OTCGREY,USD,Common Stock,
12567,EDZR,e-Direct Inc,USA,OTCGREY,USD,Common Stock,
12569,EEENF,88 Energy Limited,USA,PINK,USD,Common Stock,
12570,EEFT,Euronet Worldwide Inc,USA,NASDAQ,USD,Common Stock,US2987361092
12571,EEGI,Eline Entertainment Group Inc,USA,PINK,USD,Common Stock,
12579,EEIQ,Elite Education Group International Limited,USA,NASDAQ,USD,Common Stock,VGG3104J1003
12593,EEMMF,E3 Metals Corp,USA,PINK,USD,Common Stock,
12600,EENC,Emergent Energy Corp,USA,OTCCE,USD,Common Stock,US29381P1021
12601,EENEF,Electrocomponents plc,USA,PINK,USD,Common Stock,
12602,EENNF,ENAV S.p.A,USA,PINK,USD,Common Stock,
12604,EERGF,Energean plc,USA,PINK,USD,Common Stock,
12607,EESE,Energy and Environmental Services Inc,USA,PINK,USD,Common Stock,
12608,EESH,EESTech Inc,USA,PINK,USD,Common Stock,US28201N1072
12609,EESI,Encompass Energy Services Inc,USA,OTCCE,USD,Common Stock,
12610,EESO,Enzyme Environmental Solutions Inc,USA,OTCCE,USD,Common Stock,
12613,EEVVF,Eve & Co Incorporated,USA,OTCQX,USD,Common Stock,
12614,EEX,Emerald Holding Inc,USA,NYSE,USD,Common Stock,US29103W1045
12615,EEYMF,Firefinch Limited,USA,PINK,USD,Common Stock,
12616,EEYUF,Essential Energy Services Ltd,USA,PINK,USD,Common Stock,
12622,EFBI,Eagle Financial Bancorp Inc,USA,OTCQB,USD,Common Stock,US26952G1076
12623,EFC,Ellington Financial Inc,USA,NYSE,USD,Common Stock,US28852N1090
12624,EFC-PA,Ellington Financial Inc,USA,NYSE,USD,Common Stock,
12634,EFGIF,EFG International AG,USA,OTCGREY,USD,Common Stock,
12636,EFGSF,Eiffage SA,USA,OTCGREY,USD,Common Stock,
12637,EFGSY,Eiffage SA,USA,PINK,USD,Common Stock,US2824921074
12638,EFGXY,EFG International AG,USA,PINK,USD,Common Stock,US26842B1026
12639,EFGZF,EFG-Hermes Holding S.A.E,USA,OTCGREY,USD,Common Stock,
12640,EFIN,Eastern Michigan Financial Corporation,USA,PINK,USD,Common Stock,
12642,EFIR,EGPI Firecreek Inc,USA,PINK,USD,Common Stock,US2684874025
12645,EFL,Eaton Vance Floating-Rate 2022 Target Term Trust,USA,NYSE,USD,Common Stock,US27831H1005
