,Unnamed: 0,symbol,name,price,priceChange,percentChange,exchangeName,exShortName,exchangeCode,marketPlace,sector,industry,volume,openPrice,dayHigh,dayLow,MarketCap,MarketCapAllClasses,peRatio,prevClose,dividendFrequency,dividendYield,dividendAmount,dividendCurrency,beta,eps,exDividendDate,shortDescription,longDescription,website,email,phoneNumber,fullAddress,employees,shareOutStanding,totalDebtToEquity,totalSharesOutStanding,sharesESCROW,vwap,dividendPayDate,weeks52high,weeks52low,alpha,averageVolume10D,averageVolume30D,averageVolume50D,priceToBook,priceToCashFlow,returnOnEquity,returnOnAssets,day21MovingAvg,day50MovingAvg,day200MovingAvg,dividend3Years,dividend5Years,datatype,__typename
49,49.0,AAVMY:US,ABN AMRO Bank N.V. ADR,14.48,0.07,0.485774,OTC Pink Limited,OTCPK,PINL,,Financial Services,Banks,7410,14.53,14.53,14.465,13611200015,13611200015,18.2,14.41,,0.0,0.620596,USD,1.750104,,2021-10-07 00:00:00.0,"ABN Amro Bank is a Dutch bank, and the Netherlands accounts for around 90% of its operating profit.","ABN Amro Bank is a Dutch bank, and the Netherlands accounts for around 90% of its operating profit. Operationally, retail and commercial banking contributes the bulk of its operating profit, while ABN Amro continues to reduce its exposure to corporate and investment banking. It views private banking as one of its key growth areas.",https://www.abnamro.com,,+31 102411720,"Gustav Mahlerlaan 10, Amsterdam, NL",19700.0,940000001,3.24,940000001,,14.4977001,2021-11-08,15.04,8.372,-0.02637,3841.0,5983.0,5667.0,0.548,0.5,2.9,0.15,14.342297,13.667982,12.093377,,,equity,Company
50,50.0,AAVVF:US,Advantage Energy Ltd,5.23499,-0.06501,-1.226604,OTC Pink Current,OTCPK,OTO,,Energy,Oil & Gas,6347,5.36,5.36,5.16,998987782,998987782,17.5,5.3,,,,,1.882642,,,"Advantage Energy Ltd supplies clean, affordable, reliable, and sustainable Canadian energy to power the needs of Canada and the world.","Advantage Energy Ltd supplies clean, affordable, reliable, and sustainable Canadian energy to power the needs of Canada and the world. It is focused on the development and delineation of its Montney natural gas and liquids resource at Glacier, Wembley/Pipestone, Valhalla, and Progress, Alberta.",https://www.advantageog.com,ir@advantageog.com,+1 403 718-8000,"440 - 2 Avenue SW, Suite 2200, Calgary, AB, CA",39.0,190828976,0.18,190828976,,5.28536187,,6.663,1.24,-0.012369,35415.0,32162.0,36882.0,1.22,7.3,7.38,4.96,5.2687,5.622153,4.050168,,,equity,Company
51,51.0,AAWH:US,Ascend Wellness Holdings Inc Cl A,6.4,0.13,2.073365,OTCQX Marketplace,OTCQX,OTCQX,,Healthcare,Drug Manufacturers,42593,6.27,6.4,6.27,1104609959,1105025959,-8.2,6.27,,,,,0.26579,-0.75,,Ascend Wellness Holdings Inc is a vertically integrated multi-state operator focused on adult-use or near-term adult-use cannabis states in limited license markets.,"Ascend Wellness Holdings Inc is a vertically integrated multi-state operator focused on adult-use or near-term adult-use cannabis states in limited license markets. Its core business is the cultivation, manufacturing, and distribution of cannabis consumer packaged goods, which it sells through company-owned retail stores and to third-party licensed cannabis retail stores.",https://www.awholdings.com,,+1 781 703-7800,"1411 Broadway, 16th Floor, New York, NY, US",,172595306,2.47,172660306,,6.31206803,,15.81,5.16,-0.071412,109798.0,101005.0,90341.0,,,-57.68,-14.81,5.753667,6.76818,8.938017,,,equity,Company
52,52.0,AAWW:US,Atlas Air Worldwide Holdings,93.47,0.77,0.830636,Nasdaq Global Select,NGS,NGS,,Industrials,Transportation,124028,92.9,94.0,92.46,2713274360,2713274360,5.4,92.7,,,,,1.117399,17.2700004,,"Atlas Air Worldwide Holdings Inc, together with its subsidiaries, is a leading global provider of outsourced aircraft and aviation operating services.","Atlas Air Worldwide Holdings Inc, together with its subsidiaries, is a leading global provider of outsourced aircraft and aviation operating services. The company owns a fleet of freighters and passenger aircraft and leases additional aircraft and engines to expand its portfolio. It gives customers access to new production aircraft and offers crew, maintenance, and insurance services. In addition, the company operates a charter division to provide air cargo and passenger aircraft charters. Atlas Air customers include airlines, express delivery providers, freight forwarders, the U.S. military, and charter brokers. It provides global services to regions in Africa, Asia, Australia, Europe, the Middle East, and the Americas.",https://www.atlasairworldwide.com,investorrelations@atlasair.com,+1 914 701-8000,"2000 Westchester Avenue, Purchase, NY, US",4061.0,29028291,1.0,29028291,0.0,93.146263,,95.0,50.22,0.003625,542241.0,519013.0,526654.0,1.034,3.3,21.69,8.33,88.39476,86.3932,74.61595,,,equity,Company
53,53.0,AAZZF:US,A2Z Smart Technologies,9.85,0.16,1.651187,OTCQB - U.S. Registered,OTCQB,OTCQB,,Industrials,Aerospace & Defense,24658,9.69,9.95,9.55,238492564,236144984,-4.8,9.69,,,,,-1.071374,,,"A2Z Smart Technologies Corp is a technology company in Israel providing products to the Israeli Defense and Security Forces, specializing in military unmanned robotics and state-of-the-art automation...","A2Z Smart Technologies Corp is a technology company in Israel providing products to the Israeli Defense and Security Forces, specializing in military unmanned robotics and state-of-the-art automation and electronics technology. The company commenced the development of two products for the automotive market. The first product is a capsule that can be placed in a fuel tank to prevent gas tank explosions. The second product under development is a vehicle cover device that will protect automobiles from the extreme weather conditions while the vehicle is not in use. The company also provides maintenance services to both external and in-house complex electronic systems and products.",http://www.a2zas.com,info@a2zas.com,+1 647 558-5564,"1600 - 609 Granville Street, Suite 1600, Vancouver, BC, CA",19.0,24212443,0.11,23974110,7223330.0,9.80525744,,9.6905,4.9,0.132364,41885.0,46500.0,49503.0,19.37,,-439.46,-341.59,7.561648,7.50917,7.024614,,,equity,Company
54,54.0,AB:US,AllianceBernstein Holding L.P. Units,48.68,-0.09,-0.18454,New York Stock Exchange,NYSE,NYE,,Financial Services,Asset Management,115871,48.84,49.07,48.62,4807351925,4807351925,13.8,48.77,Quarterly,7.3,0.89,USD,1.429965,3.53999996,2021-11-05 00:00:00.0,"AllianceBernstein provides investment management services to institutional (43% of assets under management), retail (41%), and private (16%) clients through products that includes mutual funds, hedge...","AllianceBernstein provides investment management services to institutional (43% of assets under management), retail (41%), and private (16%) clients through products that includes mutual funds, hedge funds, and separately managed accounts. At the end of October 2021, AB had $765.0 billion in managed assets, composed primarily of fixed-income (41% of AUM) and equity (45%) strategies, with other investments (made up of asset allocation services and certain other alternative investments) accounting for the remainder. The company also provides sell-side research and brokerage services through its Sanford Bernstein subsidiary.",https://www.alliancebernstein.com,ir@alliancebernstein.com,+1 212 969-1000,"1345 Avenue of The Americas, New York, NY, US",3929.0,98754148,,98754148,0.0,48.8517152,2021-11-24,57.54,32.75,0.005689,402106.0,335221.0,291676.0,3.103,14.6,23.24,23.23,49.77667,52.663612,46.73421,4.93,11.48,equity,Company
55,55.0,ABAKF:US,Aberdeen Asia-Pacific Income Fund VCC,2.34,0.0,0.0,OTC Grey Market,Greys,GREY,,Financial Services,Asset Management,0,,,,118742402,118742402,8.8,2.34,Monthly,9.028,0.0225,CAD,-0.03111,-0.419999986,2021-12-29 00:00:00.0,Aberdeen Asia-Pacific Income Investment Co Ltd is a closed-ended investment company. Its investment objective is to obtain current income and may also achieve incidental capital appreciation.,Aberdeen Asia-Pacific Income Investment Co Ltd is a closed-ended investment company. Its investment objective is to obtain current income and may also achieve incidental capital appreciation. The Company seeks to obtain these objectives primarily from investment in long-term debt securities.,http://www.aberdeenfap.com,InvestorsRelations@aberdeen-asset.com,+682 8009926341,"Tutakimoa Road, 1st Floor, BCI House, Avarua, Singapore, CK",,50744616,0.35,50744616,,2.34,2022-01-11,2.58,2.234292,0.004382,230.0,243.0,146.0,0.567,3.9,8.96,6.49,2.383514,2.413346,2.334164,-9.68,-13.03,equity,Company
56,56.0,ABB:US,ABB Ltd,38.4182,0.1482,0.387248,New York Stock Exchange,NYSE,NYE,,Industrials,Industrial Products,633983,38.32,38.435,38.27,76567472600,76567472600,47.6,38.27,Annual,2.229,0.852969,USD,0.992406,1.0,2021-03-29 00:00:00.0,ABB is a global supplier of electrical equipment and automation products.,"ABB is a global supplier of electrical equipment and automation products. Founded in the late 19th century, the company was created out of the merger of two old industrial companies--ASEA and BBC--and is now called Asea Brown Boveri Group, or ABB. The company is the number-one or number-two supplier in all of its core markets and the number-two robotic arm supplier globally. In automation, it offers a full suite of products for both discrete and process automation as well as industrial robotics.",https://www.abb.com,jessica.mitchell@ch.abb.com,+41 433177111,"Affolternstrasse 44, Zurich, CH",106080.0,1993000000,0.55,1993000000,0.0,38.3684548,2021-05-14,38.3,27.76,0.000937,1286013.0,1378648.0,1453218.0,5.488,22.1,11.99,4.37,36.257618,35.19,34.573463,,,equity,Company
57,57.0,ABBB:US,Auburn Bancorp Inc,12.9,0.0,0.0,OTC Pink Current,OTCPK,OTO,,Financial Services,Banks,0,,,,6492364,6492364,-78.4,12.9,,,,,0.336115,-0.150000005,,"Auburn Bancorp Inc, through its subsidiary, Auburn Savings Bank, FSB, grants residential, consumer and commercial loans to customers throughout the Lewiston/Auburn, Maine area.","Auburn Bancorp Inc, through its subsidiary, Auburn Savings Bank, FSB, grants residential, consumer and commercial loans to customers throughout the Lewiston/Auburn, Maine area. It serves individuals, families and businesses. It offers deposits, loans, cards and various online services.",https://www.auburnsavings.com,,+1 207 782-6871,"256 Court Street, P.O. Box 3157, Auburn, ME, US",,503284,2.94,503284,0.0,,,16.25,10.0,0.003956,0.0,7.0,121.0,1.071,6.7,,,12.845714,12.3281,12.673025,,,equity,Company
58,58.0,ABBRF:US,AbraSilver Resource Corp.,0.31,-0.0184,-5.602923,OTCQX Marketplace,OTCQX,OTCQX,,Basic Materials,Metals & Mining,127518,0.318,0.3352,0.3002,147256250,142209986,-10.0,0.3284,,,,,2.50825,,,"AbraSilver is a well-funded, silver-gold focused advanced-stage exploration company.","AbraSilver is a well-funded, silver-gold focused advanced-stage exploration company. The Company is rapidly advancing its 100%-owned Diablillos silver-gold project in the Salta province of Argentina, which has an Indicated resource base of over 140Moz on a silver-equivalent basis and an initial open pit PEA study completed in 2018.  The Company is led by an experienced management team and has long-term supportive shareholders including Mr. Eric Sprott, Altius Minerals and SSR Mining.",http://www.abraplata.com,zula@abraplata.com,+1 416 648-1626,"220 Bay Street, Suite 550, Toronto, ON, CA",,475020161,0.0,458741888,6393748.0,0.316797008,,0.6811,0.2451,-0.011563,257289.0,720900.0,654812.0,4.76,4.7,-33.25,-30.14,0.293469,0.343699,0.403216,,,equity,Company
59,59.0,ABBV:US,AbbVie Inc.,134.38,-0.03,-0.02232,New York Stock Exchange,NYSE,NYE,,Healthcare,Drug Manufacturers,2960918,134.55,135.26,133.74,237567776887,237567776887,32.5,134.41,Quarterly,4.196,1.41,USD,0.819412,4.13999986,2022-01-13 00:00:00.0,"AbbVie is a drug company with a strong exposure to immunology and oncology. The company's top drug, Humira, represents close to half of the company's current profits.","AbbVie is a drug company with a strong exposure to immunology and oncology. The company's top drug, Humira, represents close to half of the company's current profits. The company was spun off from Abbott in early 2013. The recent acquisition of Allergan adds several new drugs in aesthetics and women's health.",https://www.abbvie.com,liz.shea@abbvie.com,+1 847 932-7900,"1 North Waukegan Road, North Chicago, IL, US",50000.0,1767880465,5.96,1767880465,,134.469499,2022-02-15,134.48,101.8117,0.006897,7637022.0,6309090.0,6205228.0,17.543,10.6,52.16,5.03,124.779045,118.4778,112.381874,12.35,18.5,equity,Company
60,60.0,ABC:US,AmerisourceBergen Corporation,132.28,0.38,0.288097,New York Stock Exchange,NYSE,NYE,,Healthcare,Medical Distribution,348740,131.76,132.85,131.5,27531880994,27531880994,17.8,131.9,Quarterly,1.395,0.46,USD,0.479797,7.38999986,2021-11-12 00:00:00.0,"AmerisourceBergen is a leading pharmaceutical wholesaler engaged in the sourcing and distribution of branded, generic, and specialty pharmaceutical products to pharmacies (retail chains, independent,...","AmerisourceBergen is a leading pharmaceutical wholesaler engaged in the sourcing and distribution of branded, generic, and specialty pharmaceutical products to pharmacies (retail chains, independent, and mail-order), hospital networks, and healthcare providers. Along with McKesson and Cardinal Health, the three compose well over 90% of the U.S. pharmaceutical wholesale industry. Through bolt-on acquisitions, the company has expanded into international wholesale in Europe (Alliance Healthcare). AmerisourceBergen provides commercialization services for manufacturers of pharmaceuticals and medical devices, global specialty drug logistics (World Courier), and animal health product distribution (MWI Animal Health).",https://www.amerisourcebergen.com,bmurphy@amerisourcebergen.com,+1 610 727-7000,"1 West First Avenue, Conshohocken, PA, US",42000.0,208133361,29.93,208133361,0.0,132.343479,2021-11-29,132.15,94.89,0.003797,850151.0,1020211.0,889159.0,123.626,10.3,-356.44,2.94,122.311905,122.758026,119.21182,4.88,5.05,equity,Company
61,61.0,ABCAF:US,Athabasca Minerals Inc,0.292,-0.01799,-5.803413,OTC Pink Current,OTCPK,OTO,,Basic Materials,Metals & Mining,8800,0.319,0.319,0.292,22420454,22420454,-9.2,0.30999,,,,,2.035562,-0.059999998,,"Athabasca Minerals Inc is an integrated group of companies focused on the aggregates and industrial minerals sectors, including resource development, aggregates midstream supply-logistics solutions.","Athabasca Minerals Inc is an integrated group of companies focused on the aggregates and industrial minerals sectors, including resource development, aggregates midstream supply-logistics solutions. The firm's business activities include aggregate production, sales and royalties from corporate-owned pits, management services of third-party pits, acquisitions of sand and gravel operations, and new venture development. Its segments are AMI Aggregates, AMI RockChain, and AMI Silica. The company generates a majority of its revenue from the AMI Aggregates business segment.",https://www.athabascaminerals.com,info@athabascaminerals.com,+1 780 465-5696,"4409 94 Street NW, Suite 620, Edmonton, AB, CA",22.0,76782375,0.09,76782375,0.0,0.300715909,,0.30999,0.097,0.001527,12556.0,8727.0,6610.0,2.086,31.5,-18.09,-12.54,0.213201,0.18378,0.179052,,,equity,Company
62,62.0,ABCB:US,Ameris Bancorp,50.38,0.63,1.266332,Nasdaq Global Select,NGS,NGS,,Financial Services,Banks,77800,49.62,50.56,48.59,3508220923,3508220923,8.9,49.75,Quarterly,1.206,0.15,USD,1.290437,5.57999992,2021-12-30 00:00:00.0,"Ameris Bancorp is a bank holding company that operates through Ameris Bank, its subsidiary. The company operates branches in Georgia, Alabama, Florida, and South Carolina.","Ameris Bancorp is a bank holding company that operates through Ameris Bank, its subsidiary. The company operates branches in Georgia, Alabama, Florida, and South Carolina. It offers traditional banking services such as business banking, personal banking, checking, savings, mobile banking, and others. The bank is organized into five segments: banking, retail mortgage, warehouse lending, SBA, and premium finance. The company generates most of its revenue from the banking division. Ameris intends to acquire banks in its geographic region to increase its market share and expand beyond its current market.",https://www.amerisbank.com,Investor.Relations@amerisbank.com,+1 404 639-6500,"3490 Piedmont Road N.E., Suite 1550, Atlanta, GA, US",2671.0,69635191,0.19,69635191,0.0,50.1719473,2022-01-10,59.85,36.6,-0.009451,665612.0,420581.0,381651.0,1.209,21.5,14.33,1.85,48.999523,51.6198,51.388878,14.54,15.86,equity,Company
63,63.0,ABCE:US,ABCO Energy Inc,0.0045,-0.0008,-15.094339,OTC Pink Current,OTCPK,OTO,,Technology,Semiconductors,3166087,0.0053,0.0053,0.0043,1103889,317082,0.1,0.0053,,,,,16.861481,0.07,,"ABCO Energy Inc is engaged in is in the Photo Voltaic (PV) solar systems industry, the LED and energy efficient commercial lighting business and is an electrical product and services supplier.","ABCO Energy Inc is engaged in is in the Photo Voltaic (PV) solar systems industry, the LED and energy efficient commercial lighting business and is an electrical product and services supplier. It sells and installs Solar Photovoltaic electric systems that allow the customer to produce their own power on their residence or business property. These products are installed by its crews and are purchased from both USA and offshore manufacturers. It has available and utilize many suppliers of US-manufactured solar products from such companies as Mia Soleil, Canadian Solar, Westinghouse Solar and various Italian, Korean, German and Chinese suppliers. It offers solar leasing and long term financing programs that are offered to ABCO customers and other marketing and installation organizations.",https://www.abcosolar.com,,+1 520 777-0511,"2505 N. Alvernon Way, Suite 211, Tucson, AZ, US",10.0,245308636,,70462489,,0.004955139,,0.148,0.0003,2.354827,1768316.0,1142837.0,1039063.0,-0.225,,-3.73,11.67,0.009483,0.014082,0.029625,,,equity,Company
64,64.0,ABCFF:US,Abacus Mining & Exploration Corp.,0.051,-0.009,-15.0,OTC Pink Current,OTCPK,OTO,,Basic Materials,Metals & Mining,183254,0.05649,0.05649,0.051,4383026,4383026,-1.3,0.06,,,,,1.69084,,,Abacus Mining & Exploration Corp is Canada based exploration stage mining company. It's mineral exploration and development operations are in the United States.,Abacus Mining & Exploration Corp is Canada based exploration stage mining company. It's mineral exploration and development operations are in the United States. Some of the company's projects are the Willow Project and the Jersey Valley project.,https://www.amemining.com,,+1 604 682-0301,"1050 West Pender Street, Suite 1000, Vancouver, BC, CA",,85941676,,85941676,0.0,0.052121744,,0.18,0.0446,0.015384,94207.0,201010.0,189486.0,,,37.64,-82.24,0.055246,0.071956,0.109969,,,equity,Company
65,65.0,ABCL:US,AbCellera Biologics Inc.,13.93,-0.82,-5.559322,Nasdaq Global Select,NGS,NGS,,Healthcare,Biotechnology,1178924,14.6,14.74,13.88,3922427161,3922427161,20.3,14.75,,,,,-4.204327,0.730000019,,AbCellera Biologics Inc is a biotechnology company. It develops antibodies to treat infectious diseases and various other types of diseases.,"AbCellera Biologics Inc is a biotechnology company. It develops antibodies to treat infectious diseases and various other types of diseases. The company's AI-powered technology sources, searches, decodes, and analyzes antibody responses to engineer new antibody drug candidates for its partners.",https://www.abcellera.com,info@abcellera.com,+1 604 559-9005,"2215 Yukon Street, Vancouver, BC, CA",206.0,281581275,0.03,281581275,,14.2522589,,55.22,12.2,0.010566,2362808.0,1994656.0,1840320.0,4.109,15.8,34.0,26.96,14.39,15.1384,20.9022,,,equity,Company
66,66.0,ABCM:US,Abcam plc,23.22,-0.62,-2.600671,Nasdaq Global Select,NGS,NGS,,Healthcare,Biotechnology,37720,23.42,23.82,23.22,5314015422,5314015422,239.4,23.84,,,,,0.551271,0.360000014,,Abcam PLC is a biotechnology company that develops and provides antibodies to life science research and clinical communities.,"Abcam PLC is a biotechnology company that develops and provides antibodies to life science research and clinical communities. The company's products allow research into the role of signaling and regulatory molecules and proteins in biological pathways. Such research ultimately leads to treatments for diseases such as cancer and immune deficiency disorders. Abcam's focused on broadening its product range, improving speed to market, and accessing underpenetrated consumer groups in its markets. The company also selectively pursues partnerships and acquisitions.",https://www.abcam.com,corporate@abcam.com,+44 1223696000,"Discovery Drive, Cambridge Biomedical Campus, Cambridge, GB",1500.0,228855100,0.17,228855100,,23.4950621,,24.69,17.14,0.003287,341559.0,194107.0,131698.0,6.259,56.0,2.55,1.96,22.49881,22.6552,20.6622,47.25,-4.73,equity,Company
67,67.0,ABCP:US,Ambase Corporation,0.35,0.0,0.0,OTC Pink Current,OTCPK,OTO,,Real Estate,Real Estate,155,,,,14258213,14258213,-2.3,0.35,,,,,0.749479,-0.150000005,,Ambase Corp is a US-based holding company.,"Ambase Corp is a US-based holding company. It holds an equity interest in a real estate development property through a joint venture agreement to purchase and develop the real property located in New York, New York.",,,+1 201 265-0169,"7857 West Sample Road, Suite 134, Coral Springs, FL, US",6.0,40737751,,40737751,0.0,0.412275,,0.45,0.23,-0.002961,2373.0,1965.0,1994.0,3.889,2.3,-91.78,-83.49,0.34619,0.34106,0.299644,,,equity,Company
68,68.0,ABCZF:US,Abcam,23.08,0.0,0.0,OTC Pink Current,OTCPK,OTO,,Healthcare,Biotechnology,0,,,,5281975708,5281975708,236.0,23.08,,,,,1.146931,,,Abcam PLC is a biotechnology company that develops and provides antibodies to life science research and clinical communities.,"Abcam PLC is a biotechnology company that develops and provides antibodies to life science research and clinical communities. The company's products allow research into the role of signaling and regulatory molecules and proteins in biological pathways. Such research ultimately leads to treatments for diseases such as cancer and immune deficiency disorders. Abcam's focused on broadening its product range, improving speed to market, and accessing underpenetrated consumer groups in its markets. The company also selectively pursues partnerships and acquisitions.",https://www.abcam.com,corporate@abcam.com,+44 1223696000,"Discovery Drive, Cambridge Biomedical Campus, Cambridge, GB",1500.0,228855100,0.17,228855100,,23.068529,,24.65,17.95,0.004902,588.0,288.0,340.0,6.13,53.4,2.55,1.96,22.384125,22.468927,20.615433,-3.46,3.63,equity,Company
69,69.0,ABDDF:US,AB Dynamics plc,0.0,,,OTC Pink Current,OTCPK,OTO,,Consumer Cyclical,Vehicles & Parts,0,,,,0,0,136.6,,,,,,-2.237299,,,AB Dynamics PLC supplies advanced measurement and testing equipment to the automotive industry.,"AB Dynamics PLC supplies advanced measurement and testing equipment to the automotive industry. The company is a designer and manufacturer of test equipment for vehicle suspension, steering, noise, and vibration. It also offers a range of services which include analysis, design, prototype manufacture, testing, and development. Its primary geographic markets are the United Kingdom, Rest of the European Union, North America, and Rest of the World.",https://www.abdplc.com,info@abdynamics.com,+44 1225860200,"Middleton Drive, Bradford-on-Avon, Wiltshire, GB",266.0,22624812,0.01,22624812,,,,31.2441,31.2441,0.113969,0.0,0.0,0.0,3.86,26.8,2.94,2.43,31.2441,31.2441,31.2441,5.66,13.74,equity,Company
70,70.0,ABEO:US,Abeona Therapeutics Inc.,0.3055,-0.0144,-4.501407,NASDAQ Capital Market,NCM,NSC,,Healthcare,Biotechnology,3784755,0.3201,0.33,0.295,44791773,44791773,-0.6,0.3199,,,,,1.418428,-0.569999992,,Abeona Therapeutics Inc is a clinical-stage biopharmaceutical company. The firm is focused on developing gene therapies and plasma-based products for life-threatening rare genetic diseases.,Abeona Therapeutics Inc is a clinical-stage biopharmaceutical company. The firm is focused on developing gene therapies and plasma-based products for life-threatening rare genetic diseases.,http://www.abeonatherapeutics.com,ggin@abeonatherapeutics.com,+1 646 813-4701,"1330 Avenue of the Americas, 33rd Floor, New York, NY, US",76.0,146617914,0.08,146617914,0.0,0.310811842,,3.7899,0.27,-0.026206,10149895.0,3989627.0,2714678.0,0.566,30.0,-55.93,-39.14,0.524529,0.72452,1.283668,,,equity,Company
71,71.0,ABEPF:US,Vision Lithium Inc.,0.1386,-0.0091,-6.161138,OTCQB - U.S. Registered,OTCQB,OTCQB,,Basic Materials,Metals & Mining,57149,0.145,0.145,0.1322,31961505,29605305,-42.4,0.1477,,,,,0.199846,,,"Vision Lithium Inc is a mineral exploration company focused on the discovery and development of mineral deposits of economic potential primarily in the province of Quebec, Canada.","Vision Lithium Inc is a mineral exploration company focused on the discovery and development of mineral deposits of economic potential primarily in the province of Quebec, Canada. The company is actively exploring the Sirmac lithium property and the Dome Lemieux copper property, two highly prospective battery material properties located in the province of Quebec.",https://www.visionlithium.com,,+1 819 874-6200,"1019, Boulevard Des Pins, Val-d'OR, QC, CA",,230602485,0.01,213602485,0.0,0.138043139,,0.74,0.02,0.071212,230917.0,433619.0,384605.0,2.16,,-4.39,-4.27,0.163878,0.160133,0.129369,,,equity,Company
72,72.0,ABETF:US,Supernova Metals,0.027,0.0,0.0,OTC Pink Current,OTCPK,OTO,,Basic Materials,Metals & Mining,0,,,,1519499,1519499,-0.6,0.027,,,,,1.916111,-0.009999999,,Supernova Metals Corp is an exploration company focused on acquiring and advancing natural resources opportunities within North America.,"Supernova Metals Corp is an exploration company focused on acquiring and advancing natural resources opportunities within North America. The company has diversified portfolio of assets, including revenue generating oil production, as well as Lithium, Vanadium, Silver and Gold assets.",https://www.supernovametals.com,ir@abuoil.com,+1 604 787-3671,"1090 Hamilton Street, Vancouver, BC, CA",,56277711,0.06,56277711,0.0,0.027,,0.08616,0.0267,-0.186868,0.0,10500.0,6320.0,2.7,,-134.48,-121.41,0.027148,0.034277,0.045599,,,equity,Company
73,73.0,ABEV:US,Ambev S.A. American Depositary Shares (Each representing 1),2.735,-0.005,-0.182482,New York Stock Exchange,NYSE,NYE,,Consumer Defensive,Beverages - Alcoholic,7824191,2.725,2.76,2.7104,43044182402,43044182402,15.2,2.74,Annual,3.062,0.107707,USD,1.190244,0.189999997,2021-12-20 00:00:00.0,Ambev is the largest brewer in Latin America by volume and the fourth-largest beer producer in the world.,"Ambev is the largest brewer in Latin America by volume and the fourth-largest beer producer in the world. It produces, distributes, and sells beer and PepsiCo products in Brazil and other Latin American countries. It also owns Argentina's largest brewer, Quinsa. Ambev was formed in 1999 through the merger of Brazil's two largest beverage firms, Brahma and Antarctica. In 2004, Ambev combined with Canadian brewer Labatt, giving Interbrew (now Anheuser-Busch InBev) a controlling interest.",https://www.ambev.com.br,ir@ambev.com.br,+55 1121221200,"Rua Dr. Renato Paes de Barros, 1017, 3rd Floor, Sao Paulo, SP, BR",50479.0,15738275101,0.04,15738275101,,2.73874177,2022-01-06,3.95,2.3812,-0.017337,17566394.0,22867668.0,25006575.0,2.82,12.7,19.63,12.34,2.715626,2.801227,2.963904,,,equity,Company
74,74.0,ABG:US,Asbury Automotive Group Inc,169.9795,2.4895,1.486357,New York Stock Exchange,NYSE,NYE,,Consumer Cyclical,Vehicles & Parts,66843,166.8,170.21,166.57,3932595399,3932595399,6.8,167.49,,,,,1.534654,24.7399997,,Asbury Automotive Group is a regional collection of automobile dealerships that went public in March 2002.,"Asbury Automotive Group is a regional collection of automobile dealerships that went public in March 2002. The company operates over 90 stores (will be over 150 with the Larry H. Miller acquisition) with associated parts and service departments and 25 collision centers (36 with Miller). About 80% of new-vehicle revenue is from luxury and import brands. Asbury also offers third-party financing and insurance products. Asbury operates in nine states (mostly Texas and the Southeast) and entered Colorado in 2019. Larry H. Miller stores will bring the total to 15 states. Asbury store brands include David McDavid and Park Place in Texas, Plaza in Missouri, and Nalley and Crown in the Southeastern U.S. Asbury generated $7.1 billion of revenue in 2020 and is based in the Atlanta area.",https://www.asburyauto.com,ir@asburyauto.com,+1 770 418-8200,"2905 Premiere Parkway North West, Suite 300, Duluth, GA, US",7900.0,23135704,1.31,23135704,0.0,169.021528,,230.965,137.16,0.003061,267053.0,308531.0,381910.0,3.022,3.3,45.75,13.63,166.35571,180.8666,188.828,,,equity,Company
75,75.0,ABGI:US,ABG Acquisition Corp. I,9.79,0.0,0.0,NASDAQ Capital Market,NCM,NSC,,Financial Services,Diversified Financial Services,10,,,,152394077,189265665,-93.1,9.79,,,,,-0.145257,-0.109999999,,ABG Acquisition Corp I is a blank check company.,ABG Acquisition Corp I is a blank check company.,,,+1 646 829-9373,"430 Park Avenue, 12th Floor, New York, NY, US",2.0,15566300,,19332550,,9.750189,,10.69,9.61,-0.001631,20374.0,63172.0,57458.0,,,-0.42,-0.41,9.789048,9.7774,9.815809,,,equity,Company
76,76.0,ABILF:US,Ability Inc,0.0001,0.0,0.0,OTC Expert Market,EXPM,EXPM,,Technology,Hardware,50,,,,798,798,0.0,0.0001,,,,,-0.81673,-1.00999999,,"Ability Inc is a holding company which provides advanced interception, geolocation and cyber intelligence products and solutions that serve the needs and increasing challenges of security and...","Ability Inc is a holding company which provides advanced interception, geolocation and cyber intelligence products and solutions that serve the needs and increasing challenges of security and intelligence agencies, military forces, law enforcement agencies and homeland security agencies across the world. The company specializes in offering off-air interception of voice, SMS, and data communication from both cellular and satellite communication networks and deciphering solutions for both cellular and satellite communications. Its portfolio of cellular communications solutions includes interception of voice, SMS, and data, an advanced geolocation system, and cyber solutions. Most of the company's revenue comes from the Asia region.",https://www.interceptors.com,info@CambridgeCapital.com,+972 36879777,"Yad Harutzim 14, Tel Aviv, IL",10.0,7972394,,7972394,,,,0.9175,0.0111,0.128292,43.0,306.0,1572.0,0.0,34.1,68.09,-52.74,0.115819,0.1694,0.300771,,,equity,Company
